"Rank","Change","Category","App","Publisher","Price","Inapp","Date","CRScore","URL(Address)"
"1","+1","Travel & Local","PeakFinder","Fabio Soldati","HK$38.00","","2020-03-03","258711","https://play.google.com/store/apps/details?id=org.peakfinder.area.alps"
"2","-1","Travel & Local","ADAC Camping / Stellplatz 2020 powered by PiNCAMP","ADAC-Camping GmbH","HK$34.90","","2020-03-02","163343","https://play.google.com/store/apps/details?id=de.adac.camping20"
"3","+2","Travel & Local","AlpineQuest Off-Road Explorer","Psyberia","HK$69.90","","2020-05-26","100195","https://play.google.com/store/apps/details?id=psyberia.alpinequest.full"
"4","-","Travel & Local","OruxMaps GP","jose vazquez","HK$28.00","每件HK$8.00-HK$70.90","2020-07-10","86308","https://play.google.com/store/apps/details?id=com.orux.oruxmapsDonate"
"5","-2","Travel & Local","TripView","TripView Pty Ltd","HK$29.90","","2020-05-28","81798","https://play.google.com/store/apps/details?id=com.grofsoft.tripview"
"6","+1","Travel & Local","OsmAnd+ — Offline Maps, Travel & Navigation","OsmAnd","HK$80.00","每件HK$8.00-HK$44.99","2020-06-09","67104","https://play.google.com/store/apps/details?id=net.osmand.plus"
"7","-1","Travel & Local","LiveATC for Android","LiveATC","HK$29.90","","2020-01-31","59163","https://play.google.com/store/apps/details?id=net.liveatc.liveatc_app"
"8","-","Travel & Local","Contour lines plugin — OsmAnd","OsmAnd","HK$30.00","","2016-12-27","44260","https://play.google.com/store/apps/details?id=net.osmand.srtmPlugin.paid"
"9","+2","Travel & Local","Plane Finder - Flight Tracker","pinkfroot limited","HK$50.90","每件HK$21.31","2020-05-20","34445","https://play.google.com/store/apps/details?id=com.pinkfroot.planefinder"
"10","-1","Travel & Local","Road to Hana GyPSy Drive Tour","GyPSy Guide","HK$39.90","","2019-05-23","25258","https://play.google.com/store/apps/details?id=com.gypsyguide.tours.gypsyguidetour.mi.rh"
"11","+6","Travel & Local","Harzer Wandernadel","Ethon Technologies GmbH","HK$43.00","","2020-07-16","23742","https://play.google.com/store/apps/details?id=de.ethon.android.hwn"
"12","-","Travel & Local","快乐牛 - 纯素食者和素食者的餐厅指南","HappyCow","HK$29.90","","2020-07-14","23568","https://play.google.com/store/apps/details?id=com.sisow.hcvg.healthydiningguide"
"13","+2","Travel & Local","خرائط الصحراء - السعودية","خرائط البر","HK$128.00","","2020-05-16","22116","https://play.google.com/store/apps/details?id=desert.maps.saudi"
