"Rank","Change","Category","App","Publisher","Price","Inapp","Date","CRScore","URL(Address)"
"1","-","Productivity","Google One","Google LLC","0.0","每件HK$8.00-HK$1,199.00","2020-07-23","320000","https://play.google.com/store/apps/details?id=com.google.android.apps.subscriptions.red"
"2","-","Social","17LIVE - Live Streaming 直播互動社交平台","17 Media (H.K.) Limited","0.0","每件HK$8.00-HK$1,599.00","2020-07-24","160000","https://play.google.com/store/apps/details?id=com.machipopo.media17"
"3","-","Social","Bigo Live 香港 – 全球直播互動平臺","BIGO TECHNOLOGY PTE. LTD.","0.0","每件HK$8.00-HK$3,099.00","2020-07-07","94697","https://play.google.com/store/apps/details?id=sg.bigo.live"
"4","-","Music & Audio","JOOX Music: 免費唱K、聽歌、歌曲下載、音樂電台","Tencent Mobility Limited","0.0","每件HK$7.00-HK$1,288.00","2020-07-25","77830","https://play.google.com/store/apps/details?id=com.tencent.ibg.joox"
"5","-","Social","Up直播 - 全球love","Asia Innovations HK Limited","0.0","每件HK$8.00-HK$3,088.00","2020-07-15","59890","https://play.google.com/store/apps/details?id=com.asiainno.uplive"
"6","+4","News & Magazines","蘋果動新聞 Apple Daily","Next Mobile Limited","0.0","每件HK$28.00-HK$558.00","2020-07-22","56416","https://play.google.com/store/apps/details?id=com.nextmedia"
"7","-","Music & Audio","KKBOX - 音樂無限聽 Let’s music! 立即下載享受音樂歌曲與MV","KKBOX International Limited","0.0","每件HK$28.00-HK$159.00","2020-07-24","44227","https://play.google.com/store/apps/details?id=com.skysoft.kkbox.android"
"8","+4","Social","MeMe直播 - 就是你想的那樣","Next Entertainment Hong Kong Limited","0.0","每件HK$7.50-HK$2,375.00","2020-07-17","34655","https://play.google.com/store/apps/details?id=chat.meme.inke"
"9","-1","Dating","Coffee Meets Bagel Dating app","Coffee Meets Bagel","0.0","每件HK$7.67-HK$1,409.00","2020-07-15","33865","https://play.google.com/store/apps/details?id=com.coffeemeetsbagel"
"10","-4","Entertainment","线上抓娃娃机「抓乐霸」","CyberStep, Inc.","0.0","每件HK$44.00-HK$1,760.00","2020-02-19","33165","https://play.google.com/store/apps/details?id=com.cyberstep.toreba.android"
"11","-2","Books & Reference","悦路小说—小说电子书阅读器，海量经典小说看不停，电子书免费阅读器小说大全拇指阅读小说软件","Infinite Stories","0.0","每件HK$39.90-HK$389.00","2020-07-13","30571","https://play.google.com/store/apps/details?id=com.xinyue.academy"
"12","-1","Lifestyle","Tinder","Tinder","0.0","每件HK$7.68-HK$2,349.00","2020-07-16","30196","https://play.google.com/store/apps/details?id=com.tinder"
"13","-","Social","貓印直播-華人線上Live視頻直播軟體","chengsihting","0.0","每件HK$29.90-HK$1,929.00","2020-07-24","26183","https://play.google.com/store/apps/details?id=com.acfantastic.moreinlive"
"14","+2","Dating","交友恋爱其实很简单✨ SweetRing - 认识理想对象的恋爱交友APP❤️","SweetRing","0.0","每件HK$8.00-HK$1,688.00","2020-07-23","21048","https://play.google.com/store/apps/details?id=com.sweetringplus.android"
"15","-1","Books & Reference","传奇书城","Infinite Stories","0.0","每件HK$8.00-HK$389.00","2020-05-18","20964","https://play.google.com/store/apps/details?id=and.legendnovel.app"
"16","+5","Entertainment","Partying - 线上派对，遇见新朋友","OLA CHAT PTE. LTD.","0.0","每件HK$8.00-HK$668.00","2020-07-17","20035","https://play.google.com/store/apps/details?id=com.imbb.oversea.android"
"17","+12","Social","Perfriend-交友约会平台","Perfriend","0.0","每件HK$158.00-HK$3,099.00","2020-04-07","18193","https://play.google.com/store/apps/details?id=com.nzbzbd.plast"
"18","+13","Music & Audio","StarMaker 卡拉OK - 唱最热门歌曲","StarMaker Interactive","0.0","每件HK$8.00-HK$788.00","2020-07-23","16731","https://play.google.com/store/apps/details?id=com.starmakerinteractive.starmaker"
"19","-","Communication","LINE","LINE Corporation","0.0","每件HK$7.57-HK$1,168.00","2020-07-16","16594","https://play.google.com/store/apps/details?id=jp.naver.line.android"
"20","+10","Social","终极狼人杀-一场游戏交一群好友","OrangeLabs Information Technology Inc.","0.0","每件HK$8.00-HK$978.00","2020-07-13","16439","https://play.google.com/store/apps/details?id=cn.orangelab.werewolf"
"21","+2","Productivity","Google 云端硬盘","Google LLC","0.0","每件HK$7.85-HK$7,952.00","2020-07-20","15244","https://play.google.com/store/apps/details?id=com.google.android.apps.docs"
"22","-4","Social","Pkdating-高颜值交友平台","PapaDating","0.0","每件HK$23.00-HK$1,959.00","2020-01-06","14435","https://play.google.com/store/apps/details?id=com.sgmc.bglast"
