"Rank","Change","Category","App","Publisher","Price","Inapp","Date","CRScore","URL(Address)"
"1","-","Arcade","Minecraft","Mojang","HK$53.00","每件HK$7.00-HK$389.00","2020-07-16","288378","https://play.google.com/store/apps/details?id=com.mojang.minecraftpe"
"2","-","Simulation","迷你地铁","Dinosaur Polo Club","HK$8.00","","2019-12-23","170935","https://play.google.com/store/apps/details?id=nz.co.codepoint.minimetro"
"3","-","Music","Cytus II","Rayark International Limited","HK$14.90","每件HK$8.00-HK$278.00","2020-07-10","90495","https://play.google.com/store/apps/details?id=com.rayark.cytus2"
"4","+2","Sports","NBA 2K19","2K, Inc.","HK$60.90","$0.99 - $49.99 per item","2019-03-07","70137","https://play.google.com/store/apps/details?id=com.t2ksports.nba2k19and"
"5","+3","Sports","Football Manager 2019 Mobile","SEGA","HK$53.00","$0.99 - $14.99 per item","2019-07-31","49954","https://play.google.com/store/apps/details?id=football.manager.games.fm19.mobile"
"6","+41","Adventure","7Days : 决定了你的故事[轻小说文字冒险游戏]","Buff Studio Co.,Ltd.","HK$21.00","","2020-05-20","41272","https://play.google.com/store/apps/details?id=com.buffstudio.sevendays"
"7","-2","Personalization","Nova Launcher Prime","TeslaCoil Software","HK$39.00","","2019-01-18","39304","https://play.google.com/store/apps/details?id=com.teslacoilsw.launcher.prime"
"8","+1","Strategy","DungeonMaker","GameCoaster","HK$23.00","每件HK$23.00-HK$339.00","2020-06-11","38607","https://play.google.com/store/apps/details?id=com.GameCoaster.DungeonMaker"
"9","+3","Music & Audio","Poweramp Full Version Unlocker","Max MP","HK$30.88","","2020-01-20","35834","https://play.google.com/store/apps/details?id=com.maxmpz.audioplayer.unlock"
"10","+3","Action","杀手：狙击。解锁史诗级枪只，射杀对手并称霸排行榜！(Hitman Sniper)","SQUARE ENIX LTD","HK$8.00","每件HK$8.00-HK$398.00","2020-07-15","29793","https://play.google.com/store/apps/details?id=com.squareenixmontreal.hitmansniperandroid"
"11","-1","Photography","TouchRetouch","ADVA Soft","HK$15.49","","2020-07-13","29583","https://play.google.com/store/apps/details?id=com.advasoft.touchretouch"
"12","+2","Role Playing","ICEY-艾希","X.D. Network","HK$23.00","","2018-08-29","28274","https://play.google.com/store/apps/details?id=com.fantablade.icey"
"13","+4","Puzzle","Florence","Annapurna Interactive","HK$23.00","","2020-06-17","27187","https://play.google.com/store/apps/details?id=com.mountains.feathertop"
"14","+2","Communication","WazzapMigrator","Nicola Beghin","HK$55.90","","2020-07-08","24789","https://play.google.com/store/apps/details?id=com.nbeghin.whatsappmigrator"
"15","+18","Puzzle","Agent A - 伪装游戏","Yak & Co","HK$7.00","","2020-04-10","23893","https://play.google.com/store/apps/details?id=co.yakand.agentaapuzzleindisguise"
"16","+4","Music","Muse Dash","X.D. Network","HK$15.00","每件HK$8.00-HK$209.00","2020-07-10","21399","https://play.google.com/store/apps/details?id=com.prpr.musedash"
